講義名,平均評価ポイント,自由記述
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / もう少し声をとおしてほしい
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 分からないところを沢山質問して答えで下さりありがとうございました！！
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / もう少し書く時間をとって欲しい
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題の答えが欲しかったです
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / とくにない
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 生物が好きなので、授業自体は楽しかった
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 復習プリントがあるのがありがたかったです。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 覚えることがたくさんあったので、とても大変だった。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / もう少し声を張っていただくか、マイクを使用して講義を行ってほしい。声が聞こえづらかった。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / プリントが簡潔にまとめられていてすごくわかりやすかったしみやすかったです。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / この講義では、高校の範囲を詳しく掘り下げていき、興味深い内容でとても楽しいです。担当の先生は丁寧に分かりやすく教えて下さるので、授業内容を理解しやすいです。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 特にありません
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 福永先生の授業はペットボトルのラベルついて詳しくなることができるので授業はしっかりと聞きましょう。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 高校で生物を履修していない人は予習をしたほうがいい
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 宿題やプリントの内容をしっかりと理解しよう。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題を出す
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 生物を勉強しましょう
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / しっかりも課題プリントと復習プリントをしましょう。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 授業プリントでしっかり復習する必要があると思います。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 覚えること多いからちゃんと復習することが大切だと思います。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / なし
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / テストに向けた復習は日頃から頑張りましょう。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 特に無いです
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / テストの割合が100なのでしっかりと勉強を頑張ってください。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題を出す
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題しっかりやれば大丈夫
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 復習プリントと課題プリントをする
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / ちゃんと復習すること
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / とくになし
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題をしましょう
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題はきちんとしよう
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 高校生物を履修していても習ったことないことも出てくるのであまりいい加減な受け方はしない方がいい
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題と復習プリントはしっかりすると良いと思います。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 課題プリントと復習プリントをしっかりとする。
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 必修科目なのでしっかり勉強すること
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 少なくとも課題に出た問題は完璧に理解しておくこと
1212103　生物学,平均評価ポイント　　3.52,2024/07/03（水）　～　2024/07/19（金） / 宿題を出す
1233106　固体物質工学,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 良かったです
1233106　固体物質工学,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 課題をしている中で、高校で学んだのに忘れてしまっていた内容などをその度に復習することが出来たので良かったです。
1233106　固体物質工学,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 真面目に取り組みましょう
1233106　固体物質工学,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 授業後の復習・予習と課題が大切なので、頑張ってください。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / ありがとうございました。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / 黒板を消すのが早いのでもう少し黒板を広く使うか板書を取る時間を設けるかして頂きたいです。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / いろんな式や図で電池や腐食の仕組みを知ることができました。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / 課題をしっかりして、復習しよう。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / テストに出るところを教えてくれるので授業にきちんと参加するべき。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / 予習はやっておいた方がいいかもしれません。
1233204　電気化学,平均評価ポイント　　3.69,2024/12/20（金）　～　2025/01/16（木） / 講義では，こちらからの一方通行にならないように，できるだけ多くの学生に質問して，皆様の理解度を把握しながら進めていきました。電気化学に限らず，既に確立した理論体系（熱力学など）に基づいた分野の学問を学ぶ場合，基礎理論から一歩ずつ理解して行くことが重要です。そのために講義内容をできるだけ講義時間内に理解できるように詳しいスライド資料を配布しました。演習問題を宿題にしませんでしたので，平均学習時間が短くなったと思われます。配布した資料の演習問題には，詳しい回答の解説を記載していますので，学生が復習に役立てることを期待しています。演習は，最初から解答を見ないで，自分で考える過程が非常に重要と思います。知識の修得には勉強の持続が必要です。皆さんが，今後も学習を続けるよう，大いに期待しています。板書を早く消しすぎるという指摘は，どうも有り難うございました。次年度からは気をつけます。
