講義名,平均評価ポイント,自由記述
1723201　センサ情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 特にありません。
1723201　センサ情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / センサについて専門的なことを学ぶことができ、講義を受ける人数も少なかったため、質問などもとても気軽にすることができて、とても有意義な講義でした。
1723201　センサ情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 班の中で課題を解決していくような形式になるため講義中に話し合いを重ねてわかるようにすることが良い
1723201　センサ情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 課題を計画的に
1723201　センサ情報処理,平均評価ポイント　　3.66,2024/12/20（金）　～　2025/01/16（木） / 課題の難易度がある程度高いため、授業内外で一緒に学習できる友達がいると心強いです。 センサについて興味のある学生は履修することをおすすめします。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回配ってくれる授業資料の先生の字がきれいでやる気が出る。説明がわかりやすい。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 非常に分かりやすい授業で視覚的に理解できました
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / プリントも分かりやすく説明もわかりやすかった。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / プログラミングの知識をしっかりと学ぶことができたのでよかった
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 説明がとても分かりやすかったです。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 解説がとてもわかりやすかったし字も見やすくて良かった。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / データがコンピュータ内でどのように処理されているかなどが理解出来た
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業プリントがわかりやすかったです。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業資料がとても分かりやすかったです。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 先生が穴埋めのプリントを用意してくださったため、とても理解がしやすかった
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / プログラミングにより理解が深まる良い機会でした
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 自分でプログラムを組むことより、どのように動かすのかの仕組みを理解することを重要視した授業。授業をちゃんと聞いておけば、授業外で提出する小テストの答えもすぐ理解できると思う。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 配列や構造体の理解ができていれば特に難しい内容ではないと思います
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題と小テストにしっかり取り組んでください
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / Cプロをしっかり理解していないとついていけません
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / しっかり課題を出すこと。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 講義を聞いてメモをしておけば良い
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題を必ず出すこと。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題をまじめに取り組むことをお勧めします。
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 応用的なプログラミングを学びたい方は是非
1721104　データ構造とアルゴリズム,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎授業復習すると良いです
1722103　データ構造とアルゴリズム,平均評価ポイント　　3.84,2024/07/03（水）　～　2024/07/19（金） / 1年の時はC言語が苦手だったが津川先生の授業を受けて少しC言語が分かるようになりました。これからも続けてプログラミング言語の勉強をしたいと思います。
