1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / テストの一回前にある対策プリントの内容をしっかり理解してテストに臨むと高得点狙えるよ
1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / 課題はしっかりやりましょう。
1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / 授業プリントをしっかり理解しておくことが大事だと思う。
1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / 特になし
1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / 教科書を見て理解は出来ますが、先生の言っていることを聞くと効率が良くなったりする小技を知ることが出来ます。
1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / 授業をしっかり聞いて、わからなくても最低限メモをとりTAや先生に聞きましょう。
1422103　プログラミング言語,平均評価ポイント　　3.69,2024/07/03（水）　～　2024/07/19（金） / 「わかりやすかった、よかった」とのコメントが多かったですが、昨年度から変更した点がいくつかあり、それらが上手くいっていたことが確認できてよかったです。皆さんの回答内容は次年度以降の講義の改善に活用させて頂きます。また、意見・要望に関するコメントについては次のように返答します。>> 加点問題の答えが欲しいです。>> 第11回12回課題の回答を授業資料にアップロードしてほしいです。基本的に提出期限が過ぎたものから全ての正答をアップロードしています。>> 課題が終わった人から帰れるようなシステムにして欲しかったです。解説も聞き、解答に対する考え方が合っているか確認してもらいたかったので、残ってもらうようにしていました。ただ、課題が早く終わる人にとっては時間が余分だったかと思いますので、授業の構成を検討します。
1421204　電気基礎学実験,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木） / 私は、この講義を通して、卒業研究についてのレポートの書き方を学びました。
1421204　電気基礎学実験,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木） / ありがとうございました
1421204　電気基礎学実験,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木） / ないです
1421204　電気基礎学実験,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木） / 毎日、少しずつレポートを進めていくと、良いと思います。それくらい大変な講義です。他の科目の課題もあると思いますが、頑張ってください。講義の日の2日前が一番大変です。
1421204　電気基礎学実験,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木） / _
1421204　電気基礎学実験,平均評価ポイント　　3.22,2024/12/20（金）　～　2025/01/16（木） / _
1422202　電気計測,平均評価ポイント　　4.00,2024/12/20（金）　～　2025/01/16（木） / とても講義がわかりやすかったです
1422202　電気計測,平均評価ポイント　　4.00,2024/12/20（金）　～　2025/01/16（木） / コメントありがとうございます。次年度の参考にします。
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / パワーエレクトロニクスのサイリスタやインバータコンバータについて、主に電流電圧波形を用いて学んだ。授業資料に授業で使ったパワーポイントが配布されたので、復習がしやすかった。
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 楽しかったです。ありがとうございました。
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 演習があってよかった
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 分かりやすかった。
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 特になし
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / スライドを用いた授業でとてもわかりやすかった。授業資料に問題の解答方法の記載があり、家庭学習しやすかった。
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 計算問題が多く練習になって良かったです
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / パワーエレクトロニクスは電気工学を学ぶ上で重要になってくるので、しっかり取り組むと今後の勉強が理解しやすくなると思います。
1431101　パワーエレクトロニクス,平均評価ポイント　　3.38,2024/07/03（水）　～　2024/07/19（金） / 演習問題の理解を頑張ることが単位取得に繋がります。
