講義名,平均評価ポイント,自由記述,感情スコア,ポジティブ表現,ネガティブ表現
1923204　経営情報論,平均評価ポイント　　3.53,小テストの時間が短かった,-0.261047429,,"小(-0.54), テスト(-0.34), 時間(-0.95)"
1923204　経営情報論,平均評価ポイント　　3.53,企業の実例と合わせて学べたので、とても参考になりました。,-0.103574556,,"企業(-0.59), 実例(-0.47), と(-0.22), とても(-0.17), 参考(-0.42)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストを通じて各パートごとにしっかり復習することができました。,-0.14813935,,"小(-0.54), テスト(-0.34), 通じ(-0.34), 各(-0.49), パート(-0.35), ごと(-0.52), 復習(-0.10)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストが解きやすくてとても良心的だなと思いました。,-0.166438813,,"小(-0.54), テスト(-0.34), とても(-0.17), 良心(-0.15), 的(-0.57), と(-0.22), 思い(-0.68)"
1923204　経営情報論,平均評価ポイント　　3.53,スライドがあってわかりやすかったです,-0.063903125,,スライド(-0.51)
1923204　経営情報論,平均評価ポイント　　3.53,楽しく勉強できた,-0.0648785,,勉強(-0.26)
1923204　経営情報論,平均評価ポイント　　3.53,毎週授業ありがとうございます,-0.0811614,,授業(-0.41)
1923204　経営情報論,平均評価ポイント　　3.53,毎授業で、スライドや小テストなどがあったので理解をすぐ深めることが出来た。,-0.149249043,,"授業(-0.41), スライド(-0.51), や(-0.28), 小(-0.54), テスト(-0.34), 理解(-0.31), 深める(-0.40), 出来(-0.65)"
1923204　経営情報論,平均評価ポイント　　3.53,細かい内容まで説明してくれたので良かったです。,-0.186174429,,"細かい(-0.98), 内容(-0.85), 説明(-0.78)"
1923204　経営情報論,平均評価ポイント　　3.53,専門的な知識を学ぶことができた。,-0.0667492,,"知識(-0.12), 学ぶ(-0.55)"
1923204　経営情報論,平均評価ポイント　　3.53,マーケティングに関する知識を深めることができた。,-0.075822182,,"関する(-0.31), 知識(-0.12), 深める(-0.40)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストに救われました。,-0.10957475,,"小(-0.54), テスト(-0.34)"
1923204　経営情報論,平均評価ポイント　　3.53,授業資料がわかりやすく、先生が優しくていい授業だった。,-0.095532333,,"授業(-0.41), 資料(-0.38), 先生(-0.24), 授業(-0.41)"
1923204　経営情報論,平均評価ポイント　　3.53,経営について詳しく知ることができて良かった。,-0.120631077,,"経営(-0.60), つい(-0.55), 知る(-0.42)"
1923204　経営情報論,平均評価ポイント　　3.53,経営について学べた。,-0.163735857,,"経営(-0.60), つい(-0.55)"
1923204　経営情報論,平均評価ポイント　　3.53,いつもわかりやすい授業ありがとうございます,-0.057972429,,授業(-0.41)
1923204　経営情報論,平均評価ポイント　　3.53,サイコーっす！,0,,
1923204　経営情報論,平均評価ポイント　　3.53,最初の方の小テストが難しかったが頑張った,-0.219289917,,"最初(-0.81), 方(-0.94), 小(-0.54), テスト(-0.34)"
1923204　経営情報論,平均評価ポイント　　3.53,経営について学ぶことができました。,-0.153916727,,"経営(-0.60), つい(-0.55), 学ぶ(-0.55)"
1923204　経営情報論,平均評価ポイント　　3.53,専門知識をしっかり学ぶことができた。,-0.060770333,,学ぶ(-0.55)
1923204　経営情報論,平均評価ポイント　　3.53,特にありません。,0,,
1923204　経営情報論,平均評価ポイント　　3.53,たくさんメモすることでよく復習することができた。,0.027894438,よく(0.92),"メモ(-0.46), 復習(-0.10)"
1923204　経営情報論,平均評価ポイント　　3.53,1年間ありがとうございました,0,,
1923204　経営情報論,平均評価ポイント　　3.53,スライドがたまに見にくいことがありましたが授業は分かりやすかったです。,-0.073243444,,"スライド(-0.51), たまに(-0.40), 授業(-0.41)"
1923204　経営情報論,平均評価ポイント　　3.53,身近な例を使って説明してくれたのでわかりやすかったです。,-0.097255889,,"例(-0.97), 説明(-0.78)"
1923204　経営情報論,平均評価ポイント　　3.53,経営の知識が全然ない状態から成長できました,-0.198405167,,"経営(-0.60), 知識(-0.12), 全然(-0.66), ない(-1.00)"
1923204　経営情報論,平均評価ポイント　　3.53,大変わかりやすい講義をありがとうございました。,-0.0796103,,"大変(-0.37), 講義(-0.43)"
1923204　経営情報論,平均評価ポイント　　3.53,特になし,0,,
1923204　経営情報論,平均評価ポイント　　3.53,スマホで写真とって書き写すのを進める,-0.134871667,,"写真(-0.87), 進める(-0.34)"
1923204　経営情報論,平均評価ポイント　　3.53,ちゃんと出席しよう,-0.187888,,"ちゃんと(-0.28), 出席(-0.28)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストを受け忘れないようにする,-0.228210111,,"小(-0.54), テスト(-0.34), 受け(-0.18), ない(-1.00)"
1923204　経営情報論,平均評価ポイント　　3.53,ノートと教科書の該当範囲のチェックをしっかり行ってください。,-0.139158286,該当(0.29),"ノート(-0.33), と(-0.22), 教科書(-0.32), 範囲(-0.85), チェック(-0.53)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストは必ず受けること,-0.39497,,"小(-0.54), テスト(-0.34), 必ず(-0.53), 受ける(-0.97)"
1923204　経営情報論,平均評価ポイント　　3.53,板書をしましょう,-0.124961,,"板書(-0.23), ましょう(-0.27)"
1923204　経営情報論,平均評価ポイント　　3.53,経営コースの方はとりましょう,-0.331641571,,"経営(-0.60), コース(-0.51), 方(-0.94), ましょう(-0.27)"
1923204　経営情報論,平均評価ポイント　　3.53,総復習課題をしっかりしましょう,-0.1093809,,"復習(-0.10), 課題(-0.40), ましょう(-0.27)"
1923204　経営情報論,平均評価ポイント　　3.53,持ち込みは不可です。,-0.0264078,,不可(-0.13)
1923204　経営情報論,平均評価ポイント　　3.53,しっかりメモを取る事,-0.2799562,,"メモ(-0.46), 事(-0.94)"
1923204　経営情報論,平均評価ポイント　　3.53,しっかりと話を聞いて小テストや課題を行うことが大事。,-0.174001775,,"と(-0.22), 話(-1.00), 小(-0.54), テスト(-0.34), や(-0.28), 課題(-0.40), 大事(-0.02)"
1923204　経営情報論,平均評価ポイント　　3.53,ミニテストを大切にする,0,,
1923204　経営情報論,平均評価ポイント　　3.53,レジュメのメモをしっかりととる。,-0.136841625,,"レジュメ(-0.42), メモ(-0.46), と(-0.22)"
1923204　経営情報論,平均評価ポイント　　3.53,サボらず小テストはしっかり受けたら大丈夫です。,-0.095808545,,"小(-0.54), テスト(-0.34), 受け(-0.18)"
1923204　経営情報論,平均評価ポイント　　3.53,受ける意義が十分にあります。,-0.19086475,,"受ける(-0.97), 意義(-0.25), 十分(-0.31)"
1923204　経営情報論,平均評価ポイント　　3.53,復習のためにしっかりノートを書きましょう,-0.078027478,,"復習(-0.10), ノート(-0.33), ましょう(-0.27)"
1923204　経営情報論,平均評価ポイント　　3.53,ふぁいと。,-0.071931,,と(-0.22)
1923204　経営情報論,平均評価ポイント　　3.53,特になし,0,,
1923204　経営情報論,平均評価ポイント　　3.53,メモしっかりしとき,-0.114821,,メモ(-0.46)
1923204　経営情報論,平均評価ポイント　　3.53,メモをちゃんと取ることと、テストが持ち込み不可でも大丈夫ならいいと思います。,-0.11602605,,"メモ(-0.46), ちゃんと(-0.28), と(-0.22), テスト(-0.34), 不可(-0.13), と(-0.22), 思い(-0.68)"
1923204　経営情報論,平均評価ポイント　　3.53,特になし,0,,
1923204　経営情報論,平均評価ポイント　　3.53,講義に出る,-0.142329333,,講義(-0.43)
1923204　経営情報論,平均評価ポイント　　3.53,メモを取ると小テストで高得点が取れます,-0.141061364,,"メモ(-0.46), と(-0.22), 小(-0.54), テスト(-0.34)"
1923204　経営情報論,平均評価ポイント　　3.53,しっかり復習を行う事,-0.20809026,,"復習(-0.10), 事(-0.94)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストを頑張りましょう。,-0.191185333,,"小(-0.54), テスト(-0.34), ましょう(-0.27)"
1923204　経営情報論,平均評価ポイント　　3.53,メモをしっかりとること。総復習問題に取り組む,-0.115999391,,"メモ(-0.46), 復習(-0.10), 問題(-0.72)"
1923204　経営情報論,平均評価ポイント　　3.53,小テストをしっかりやることが大切だと思います。,-0.136234538,,"小(-0.54), テスト(-0.34), と(-0.22), 思い(-0.68)"
1923204　経営情報論,平均評価ポイント　　3.53,メモをしっかり取ることが重要です。,-0.125601556,,"メモ(-0.46), 重要(-0.67)"
1923204　経営情報論,平均評価ポイント　　3.53,スライド内容や先生の言ってることは必ずメモしてください。,-0.191217,,"スライド(-0.51), 内容(-0.85), や(-0.28), 先生(-0.24), 必ず(-0.53), メモ(-0.46)"
1923204　経営情報論,平均評価ポイント　　3.53,ノートはちゃんととっておいたほうが良いです 期末は勉強なしだときついと思います,-0.08949488,"良い(1.00), 期末(0.01)","ノート(-0.33), ちゃんと(-0.28), 勉強(-0.26), と(-0.22), きつい(-0.99), と(-0.22), 思い(-0.68)"
1923204　経営情報論,平均評価ポイント　　3.53,出席をする,-0.094292667,,出席(-0.28)
1923204　経営情報論,平均評価ポイント　　3.53,特になし,0,,
1923204　経営情報論,平均評価ポイント　　3.53,各回の内容を、各回ごとにきちんと整理しておくことが大切かと思います。また、ご指摘いただいた事については、次年度以降、対応を検討いたします。スマホの撮影は、厳禁しています。,-0.116938453,きちんと(0.98),"内容(-0.85), ごと(-0.52), 整理(-0.56), と(-0.22), 思い(-0.68), 指摘(-0.45), 事(-0.94), つい(-0.55), 以降(-0.57), 対応(-0.40), 検討(-0.33), 撮影(-0.58), 厳禁(-0.55)"
1913201　マクロ経済学,平均評価ポイント　　3.54,経済において社会で起こっている事の原則を学べて、ニュースを読む時の知識として大事なので良かったです。,-0.164713861,,"経済(-0.67), 社会(-0.82), 事(-0.94), 原則(-0.55), ニュース(-0.39), 読む(-0.95), 時(-0.75), 知識(-0.12), と(-0.22), 大事(-0.02)"
1913201　マクロ経済学,平均評価ポイント　　3.54,授業資料が見やすく説明もわかりやすかったです。,-0.130238833,,"授業(-0.41), 資料(-0.38), 説明(-0.78)"
1913201　マクロ経済学,平均評価ポイント　　3.54,経済における考えが理解できた。,-0.1909656,,"経済(-0.67), 考え(-0.93), 理解(-0.31)"
1913201　マクロ経済学,平均評価ポイント　　3.54,特にありません。,0,,
1913201　マクロ経済学,平均評価ポイント　　3.54,マクロ経済学について、詳しく学習することができた。,-0.1016175,,"マクロ(-0.26), 経済学(-0.16), つい(-0.55), 学習(-0.45)"
1913201　マクロ経済学,平均評価ポイント　　3.54,自分は経済学が苦手だったけど、毎回の小テストで復習をしながらしっかり授業を受けた。,-0.076227388,,"経済学(-0.16), 苦手(-0.11), 小(-0.54), テスト(-0.34), 復習(-0.10), 授業(-0.41), 受け(-0.18)"
1913201　マクロ経済学,平均評価ポイント　　3.54,後半の授業は難しかったですが、全体的に内容が面白かった。,-0.099349313,,"後半(-0.33), 授業(-0.41), 内容(-0.85)"
1913201　マクロ経済学,平均評価ポイント　　3.54,経済学はあまり得意ではなかったがこの授業を通して意欲がわいてきた ありがとうございました。,-0.012681808,意欲(0.97),"経済学(-0.16), 得意(-0.28), 授業(-0.41), 通し(-0.45)"
1913201　マクロ経済学,平均評価ポイント　　3.54,難しかったが小テストは頑張って全部できた。,-0.143622667,,"小(-0.54), テスト(-0.34), 全部(-0.85)"
1913201　マクロ経済学,平均評価ポイント　　3.54,色んな話を聞けて面白かったです。ありがとうございます。,-0.076685231,,話(-1.00)
1913201　マクロ経済学,平均評価ポイント　　3.54,先生の授業とても分かりやすかったです。,-0.090613778,,"先生(-0.24), 授業(-0.41), とても(-0.17)"
1913201　マクロ経済学,平均評価ポイント　　3.54,わからないところもあったので難しかったが、質問に答えていただき理解を深めることができた。,-0.09705824,,"ない(-1.00), 質問(-0.72), 理解(-0.31), 深める(-0.40)"
